sha256,verdict,vx_family,av_detect_pct,contacted_domains,contacted_ips,analysis_date
a2186538123b217103e747a0363d7d928deac3dbcd8bb44f3ba0c70e45ee8bef,60,,,,,
68c344d6e0147e6f31564789b1eb0887e5cc2bd5cf5046cc543140b245e7901e,40,,,,,
2e72471ebb0ed9c0254b0e28de51b4a897a4bfbf587ced1370d57cd7dfc2765e,40,,,,,
f3e6cd33311739c73c94d434200f12f969f63b9a5ae8ed7685924676719e19ac,50,,,,,
2c7437a6723e3d853e20b01d20785d4efa12e728db1f004e65aabf0d0a2db5b7,60,,,,,
86b4a45a1f0ce01c16d32cd2c69bde36661ba7c7e8779bfb8228795b686539bc,40,,,,,
96d477e3baff5ca46f2ff128bec1a8401280279d2f2a5b5c374b2c7dad44ef68,60,,,,,
124a33231a567cc629db5ba30cd045eee80523a4dc99a5efcc0554bb56e3ebea,40,,,,,
bb939724154bc5f171b6a6c45e87b6789f535ae9535e74ffd45110b41782d82e,40,,,,,
2f683e816920b029a129c16b0e82ad85492f9a1d2cd063f017347a7dfc33e4d5,40,,,,,
d8b1014abdc8e4d933993b8a66dc7e39aef5f2a658d25965f89d0b5eb5fbd2c3,40,,,,,
961ab0b9948568aa3e0899e938d3065d14beb89266b71ca5eaa211994a84f5b9,40,,,,,
2b125840b1f69be0cd1652e051dca93eb9ee54a3c86494054fd061bca877492f,60,,,,,
cee4e51fd758ecff794ed2242cae58086df7fa9ff12eb7db206ad2ea6554450b,60,,,,,
a9198fcb2773bcf69824cc04771ce264a7b14854b2b7fafaa62f9ffa4aed5356,60,,,,,
de209012e95d07ce8002942f61c3bb66a5baf7e3603b362d9240744f3b7a812c,40,,,,,
7dfdd0ea31012530be68d73183a569ad726e5f65ee17b851ea72dd3a6a636f9e,60,,,,,
b84a4220f66f0c80f07ce598b08eee6dcbbffb09a6441fb9d1e3e076c74aaf79,50,,,,,
f1c6bdece77a9d79df4fbeac42d1b649bfef8ce27a493e90b6e9e5cb7eaf45ec,50,,,,,
fca850351f913dbba4558060486aec6e8ae1f76fb81c159664cbdcf02a5b5595,60,,,,,
5896489ee26e53fa38d99e443ba4b88c6ea9a22b59832b5f29bd83b500f4354c,50,,,,,
70854b57e7695d85ef0c490cc0b626be45d447caa4b89dd11119c7d3435bb218,60,,,,,
953302cf55b641aa69c9b5b0b2209332aad4b7af180fc69d28cf20e6620836a3,50,,,,,
74af3be4279aca9abb7d0db24698cb7b7860460cb7767294f02d668052fe7854,60,,,,,
dbaf251bbdb1249e7223c87d0a6f88feb91e28930b52bfe2c353e961720820a0,40,,,,,
b042a5b7fb2aaa4bca1c825edeee7ea392fad5583b01014a89b14475584e8049,50,,,,,
33853692d06cac454fd4f09eecca3443f291b9f641e6c1f1fa364207ec615e2e,60,,,,,
cd92f3dbb367176a352cc4d03976a8a22cc54660fe6c9b1f8a73a690bf805879,40,,,,,
7ea92eb43dc1d519562e3f22ed0aa80f490f3c0d87a3faaa348643fb63a47507,60,,,,,
a4a5c38e95e4cd0898e4748bc8bc3f0ac40fa6486b35fe07c5cc1f3dbdfcc688,50,,,,,
fad5a3c1dd77abab8ef43eec04f2125d64063655db653a616e9585b0f778cdbe,60,,,,,
fe919607e0b2194a628c60d75bf71cb1c1cba841b4a653d83a5e6636e0ffb445,40,,,,,
f2fbb8ed3dfea9c844f06b1512d2f93bf5c517cac12dad5d77e8a348c07f593c,40,,,,,
c868dc5c0fbdd30230c0ea1ff59b4315509da31aba08beaeb9e29b735ceecf4d,40,,,,,
53fe6fe29cec3747d21fda87eea9ac147a854452217f4e96d036655b1cfadb67,40,,,,,
7b4dd9dfddf94d1d38b12d95fe1f1cf6aa21414bedf3e1f3c68ec34215a7ee30,30,,,,,
3950594dc7a664a41c319f68e5b849ba8d4cb9bde0f07d8e8a86e4fd88966ec7,60,,,,,
68bc66a86777d6f091683d42cf590aad39886dc5038df356940eaa3f89a47eb4,40,,,,,
e62fc3f13821bb4dbfbf652fd4c435762b6fdf0b61e9b1007c26fa58d887d5f4,40,,,,,
5f2d38769b9ffed7bc6c5072376c638cc17450464db74502b7d4d5a7b3b09a54,50,,,,,
e28d6562d7efd20109dcd90e4d440d1aeece72cdec88eef694b1d7a88fe630b6,40,,,,,
c5d5b8629a889170906cb08d4a74ccd8dea2abdd776b8d980dd053d188140789,40,,,,,
e68290ddf3823d83f15b255e8bcac6284f6fe7d9273960f23248b2b6a429feec,60,,,,,
2ca2fcf2e261278e7c6e3bd7b263ca188521043f60b2cb498d7a671c8389e9a3,60,,,,,
9cc8cc4ce511e21b5a0f45ce29fb6aadaca12ffd71e181a3054614f3d686eff3,40,,,,,
0498d9ca33816f9be2c21773790ec13fe339df085a304f89f3515af31a2d0d7d,40,,,,,
86c5cceb23b679a87e9608e975915a238135f2b2c9018cb39391c238b2805fcd,40,,,,,
78dd3ff7289ab86291801858d0ab0f24b8ba72736dce61b38ff2a6217a22a554,60,,,,,
ba119cc6e14fcfacfedf9156fbd22342859f428fb8e55d27d7118b89385b3033,60,,,,,
8cbe27491c996dfe69800ada65ee9d6be78c44486da0bfefda43f91d4b1ba0db,40,,,,,
36d77bef010536d5f7538cbfe9ace5f5c00c56ebdfd0658aa6dffb3b5fefc322,60,,,,,
4b6243e15326aa1a22691f31299f423e382333e94829abb089af5948952b8c23,40,,,,,
0c1912cfaa0ea69c129b8979397476cf2fa9fa488f92adf82afb0a8cbecae80f,60,,,,,
e7ef982bda42795197c2e4b629a48129eeebea6fa10c8d57b250f7becaee0d58,40,,,,,
f3f2c8ea3eac40d2907222edbacbe04f3481f758d3e3dd69431cc7c9bb60a71f,40,,,,,
a00c3b9cb5059c62527c6b4d12d4142347b209d237c1983b57bdd8d99db54030,60,,,,,
4dbc0a2e2fde23adca9719d1019adbb5b12304d464981192f8a49403fea19bb3,50,,,,,
c6ed7a4aad4bc394c62e9980293cfd9bb2e3e7d6772ed73476a739a3487bdbc2,40,,,,,
c351fb08bc7a5781a5bc3ced6d820d405d06d3e7cf206228569f9ca3df4eed16,60,,,,,
471c32475c6018ef9ccccdbb3b0c40bea39b2d015f5cf0705e9b0002661b265a,40,,,,,
4b55c6e5d5b1aa1fc8fecb7f25576724f594e22b766fbf9201878be640eb70d1,60,,,,,
9f22d92aba5ea234460ee4afc8ad072d99128343dcbb5cdc67696a649b649743,60,,,,,
147ece289f656f1aca12744c784363396990b5855d84828f7b472b3dbd5b2df5,40,,,,,
0e08e714c2d0fb95738afcbdf0c1779f994483255e2e8b87bd1cfb018288f13e,40,,,,,
382396084ecda6ad68b7cd67d0731f623027bbe6e1532f41900b53288a6112ff,60,,,,,
81efda552835f493bc9a4a28fec6706ec20bbaacedefc0a322ebe56aa863655e,40,,,,,
f9c93fb777c40b6dc442cf4284395bfe736e2d461eb06c04c15b8dd2e433e8a4,40,,,,,
650656deaf4bea6acba91a42c7d06101c7ec673bd664757349c228172f9e6f74,40,,,,,
498e64d64024815893bc08a7d1584daaba9557981d196dcb71328e6340f60889,60,,,,,
f42f7651cdffff2fd061949993f16ad83d6160d3d2251ce744a9d3de50188b36,60,,,,,
088437fd3f186d37b686ebba038529589d24b5f7e227c9dd4fb99ac1d7514d2c,40,,,,,
e53330fa961aed51d8cb814293265ba6164d67e1ab0f4ab809be31625df26a48,40,,,,,
d5d64979aaf3e473df23b552b1c519ed49176dddf3386e74955c8d14b7eed235,40,,,,,
5d776e08bf4dd5be980803dd14cba126e1267225fb8647ac4b3bd78b5b7375ef,40,,,,,
4cba4c7d8a6ebe84e3bac69663edd943cee9d8fc69179534eecf043275526f19,60,,,,,
f478474989bdbbad68a61a503b0d1d426babb77bc612d181744a0909d365a60f,60,,,,,
3520ae913f5e476d49ff15e84b658bea3452b540691c5ee225a10209f4cc9286,60,,,,,
6bb9f872c57b2b69f896b75b946b9aa5ba90e653acd3eaeb4bbb6cf9b7dae582,60,,,,,
c2f4ff7a211f574cebc87a9e421fafb28eaa9db3f8f0cd0237fbf787239debea,60,,,,,
8d6578d843b658065ebd70699543e5b588f78793eb34154dc149b1fd484e045f,50,,,,,
2f1901102cc596a5b94ca9c06e90fc9c2e24fcd2c7a756932645f864f4ef141d,50,,,,,
ae4140594a6a30c0b88320df46881052cee63fe21752f1a973d691d6cdc7f256,40,,,,,
d6cd6e1f3fd2b41cd835f56f388ade539737495a6f3cb6ea19467e06e84684e7,60,,,,,
39cedf3a02717fe629d1fdd6d136f202143a8d7d63befb7e6e5ff5731c2b1dce,60,,,,,
328cc6da721ff003dfbad9c25eb898b7832a6539af773b9b5de02cb2dd268cf8,60,,,,,
cf8045903f9d5dc8e5bf027d43c610f599d71b045adef099f003ccb8f1147382,40,,,,,
50e8e451ef34f524a75d17ae87dc20c1456b395295310323651862f3919105a1,40,,,,,
2c5586ce474a6f632dd37097f4e676dbda2c455a78431127d6a73fea2f7c87b4,40,,,,,
d9e5a593b289f80e26aea75633234fe37bbc1ebcc130570a20c17b969c5077ac,50,,,,,
355e0ba736d3a4734a1dcb816e4e30d5957e9e6deb0207bb3e7697da16f96f02,40,,,,,
536a9835996772a727086b27ae647e30543b1368c68833192e1cfa36b162c1b0,60,,,,,
3916914d88a53f5de11080564b4ae384d258a80c995fd94da7841da64c1604b8,60,,,,,
1267bdf3777dc56607f4f6414fc1d7c2385cdd1fb076c41a10bc836599b4a83a,40,,,,,
efd5975134a3760abf6b5b89a55ea80dc8aa44460f44ac8ce7041cf5761862e6,40,,,,,
0d7cbce6e56f37d729aeba28dd2bbbb0bc27d2ccb9545027ab87d1ec81054160,60,,,,,
e9f9a03416c660eaa14c14861b7fc823bdc2248d889e8c3a95aa9a6390d09a2f,40,,,,,
7fb1caa7786734ad9a18b8e9da75ad8bc4b47f132c16e68fa2f385d31c921474,60,,,,,
b901c9c15822936ee5d69018f24e109f7f2274e3b778cb6c03eb7043384f358d,60,,,,,
f4bff4f34c87751176d97417f12b79081b716867669dde3929d2fd4c8e49259e,50,,,,,
2001c488d9a78b6f6e7b108f3345f6353c46aad1c6e28fc7b5a9cadf42b535a4,40,,,,,
a3d19d81cc8f158b7a6ea5a9bda8f85858687b388bb60f427c1c04fb39f95639,60,,,,,
73828e8bed4df74c31278fb64b196599db1d52686abdf5f0aafa887fac81428f,40,,,,,
b2ca8fbe35ac20c9170294826086963ff6a3d84b93c51177c4a01d1ab24f051d,40,,,,,
eb7f331d1be2a0b9defabfd18cfb6f96c530dfcf0c5a808bc23aedc26e98fe9d,40,,,,,
dbbfe70da97fe538c4af2a7a914b0634a91682782661a241a72f6a4907902119,40,,,,,
8410764cfe73effabac4c329d38c2683fe94a6beac2bbf14c669cb17018b71ae,60,,,,,
164fa88ae073a348c2d4a5f3cf1f484a9c92b3546680779fd7bfbb1c5306e511,40,,,,,
f087c3e69a21912555304a3f8e330d243115aa9dacf7bd41ee4cfeade35023f2,60,,,,,
836f6f425850b04abd1f4cb9f91b9b3b0159ea29541752db3c1839c4fe77e464,40,,,,,
1c5dbff71945e2410cc453c625104788abc50d2c78b8dc8fac5057a7efd976fe,60,,,,,
07a6bec438cc2c677e2d5bc06c3097b0cd22e9c70e0a8005036435904a9b4765,40,,,,,
5325a98c4e384ae3c9df09ac0856848ae4b57b02e150b204acae98589541783a,40,,,,,
3ade17798ff962d8f84bf75ca1f4806aefd6579d4bde324b2c62cdc1b4cb3f47,50,,,,,
fdfa30c9a55d21fc42f8c7c8e66fff6402fecd9d22eb09886579905f3f6e95ee,40,,,,,
1db95d60156fe1ff9b8a5bd7198de9836e92298b28c1d19e1953f0a28a5f0145,50,,,,,
c3b56d68c80c4a6a9879c45a7761a538e3546644623af1ee469d3b70130fa0cd,40,,,,,
a93ac4fb3f9dadc22f7b7f1877bc99b84a77fe3bbe560bdd20bbd7c4b6f9c1d6,50,,,,,
7b761a8d9af3e013630216dd10d9b45a4c448dabf3b551a9537971d79913e513,60,,,,,
dce8d43d0863618733dc1948f11881863f4135f11641ad7e3c3535c107974583,60,,,,,
b5ebba173947d8a7238497d0f48d6c244ba24b9b638cee591d9dfb1a54663b28,40,,,,,
066e1fad1843cf485d0c5029e8c4b69727e9ca8ddf1efabbf43bc3253745fc1b,40,,,,,
ccc6d769d7f09a8fabb809f3bbcc0f5c03a8ceade119c8ca34be75b4c20929a6,40,,,,,
0af79442a0fcba495bb9d86afb9a4a90ec0059b3b7876ec340fdb049ad8dbbda,40,,,,,
d31d0a0f497ef6316c56fc115f76469764352bedc2157c3785f5f51b35700e92,40,,,,,
3ecad406e6c2de1de41bbfdac5d760cf0e3c6302d934a762a3ce1e0f8892fd34,50,,,,,
409e7c3160a1ab689915e6f2ed03e44b58f98738fab9f24183c0f82f2d14cafc,50,,,,,
27df67deb178e8b13052ee70dca9d7da45ecfc6a473ebd3ba71038ffa88d201e,40,,,,,
c3e4ba57262d53d5d060d03a3990326dbe02c3630a611bbbbf38b96b13928059,60,,,,,
14177c091c985f82ccc9222fa3649845f1e6b2d03fd4fa8523b7d89562bcb888,50,,,,,
03048d85d2ba14206d18230005b36ff3cc41c6f6b376bb1c961786ad373fa214,60,,,,,
8e2ee421f0cb6493eb0ba5a63f0dc08c40beb7160773ca0561eb66b6e07f270d,40,,,,,
e6d620b58a5b00975863bde124e15eeacd291c95121bc31715c1c8ffab20dd14,40,,,,,
2a06f217deb1c398c08b7a6f508dfe7823f1ca1c642a35b42f239b1369ad87e2,40,,,,,
2beb7713868343823c8d7ca748947f457a2fe24783b1cd58b65ede64b5b3cf1c,60,,,,,
87a158f2dfdbc21bae4a72270df0e9e710434d7ae19d8b1ca206d26374a8a966,60,,,,,
cb2642f2ee336b0993e9faa94ac879c23ba43dd67597408fd0ccb4c1721929e2,60,,,,,
ca5c73aa464b6fbc973d3a68b3e5eb8229029a22c4bb39476c50da89fa0f1822,40,,,,,
c5293d235a3a612bb51348c55d971f02e82266ce7480757e81e8a6fce28cc1af,50,,,,,
1319858c1bf65b99a13b5880fb77fde9367539c56fe8be43f089b2436f23c5fd,40,,,,,
8b4cdfec467134459c12cfbc510d62abad0620497126b61204685627e0841fac,40,,,,,
da6ed07439db3ae0bfb537dc7a05873b212df786aef748c19263d0a5d2fe7b1c,40,,,,,
f203b74d61c7e61e562844e2cede42dd2503bc6dfac113e31ffdbffb66b55057,60,,,,,
64cd804b95b95c86cf3038752ebf6580e6d8b2c9661303c2b5814c58ac6cbb2c,60,,,,,
5fea0b434ca4c0796ed243e48a75c7377badc19d679cd5fd40b6fac89fe7b58c,60,,,,,
ea75a97c6f64e66b6ebc66b71f31b078ab598fa3a75fb1374f6aa27924bc2fdd,40,,,,,
42b6d6a84666ac7e899fcf74b02c9165ea8cdb4c53235367780235525b42656a,60,,,,,
a99f9e7450f6808f4f7324e014a598f19f55a33df61d914ca7952185cedae35a,40,,,,,
341ffaa3abbc65ee65692a27c53bac448da2fa0736b44a36da9bc6f6e6e4adaa,60,,,,,
a904fdb6b17588646a5fdeb4a6fcbead4437f99478935e05becde9984ba5f2ed,40,,,,,
7c91c6c2f5aa996f919e682080f62992ff95534406eda32eecf2607d3490fa0e,60,,,,,
84a828aaff3df5118f41418bb6de658c2f26e43f896770ed8a9767499b57686c,40,,,,,
161aa8ad5ef1740d202155d8c2671f1147b0e0c31050b423d3d3d4d8fe3ec94a,40,,,,,
64a7ada6af1d8e59e78108e91850c14093cd84964604921af5db4dd7a553d25a,40,,,,,
fb1980edaba0fedfe195c5fdd646b91f5329c4924bad5d4ae715bdf92cad1488,40,,,,,
8f23d8d78ee66e4e2ec4037c88442d428f62b65ddabbc5c0c363a5b5c93afc6a,50,,,,,
e3743e3473b4e263541d60dd792980e19f74b40edb1d828995b1bf1a35ab1ca9,60,,,,,
9924fda4d2d2e6b937aa4a2f1ccd1964d60dc9751ac25a93d4e045c6ea623d7c,40,,,,,
e2a7ff5fe9a6021575e080aeca44abcb24fa6458b8c70238842c1e0aa20f80b9,40,,,,,
bd716ecbd414f21861044232585bf80ad792e0e83864c9c0706e69314577edc5,60,,,,,
3e893f800dc50dfbc0b81b6ea5fe8d0c95569adece58fb5c4a26805719a264d4,40,,,,,
d8ce00cb01d0fc478c9698d99bb258b23e0fdb5082bdd0b20284d46c63383886,60,,,,,
a1427916a850bb0a4ab4a150bebb4af99db474ce97a8a98fde6677e640a32864,60,,,,,
71c158c20eb2a17eaa4dfb5e551fef0c7bcc7e65f4324a3c8b9bec5d280adb49,40,,,,,
278945c887163f19add7586a8ac2b88e854753e08c29bfdb38c3ec0799ab8f6d,40,,,,,
0f6b0e3208dcbfc904db1a916d862820069869bd606bc1154412da43c2fc388a,50,,,,,
35d7011c332fe915f78cf767d1c30414d832be6ee6f008512d31049802cbfea8,40,,,,,
49dc287b85c21a119e5091896cc3c18863aae18f443da4eac851b217f9a410a9,60,,,,,
bfec3de9b2030752ac0654372e7a1daead1fcfe6f4904f78d993e5cd2b68383a,50,,,,,
c9bb853f7098eaca2828c55e839808d20ad9b8cd453ab4ec70bd7471ea24b81d,40,,,,,
7f0ffcdf3abeeee79ddf37769cd24dff9bd02e34f791d3b64e8055dbeaf11e40,50,,,,,
5a05be29d62b4f24fd427a1995639b5f2a7c966f284aa11a0ab2f0434291c354,60,,,,,
23277162bff066de6b864198d862f1ede6b23c4bf2a9a5fa26d2e33514b786b8,40,,,,,
765146319e11e1691c1d17d56aa84972b386e3caa92bfa9b21d8af7581927233,40,,,,,
be27631fea58fc4c865fb9ff54b0889654df62f035c1c21c52dd1f0036c14c38,40,,,,,
41f29b7c43fa78d6c6a2170b4ca1b512018e33a77f5c6b129cab3ec52ec43a3d,40,,,,,
b6b89dd17432758ebeee44ec7d198a608402eeddb06e355b76a677c6083ada51,50,,,,,
d89feb15e1ec7b930588b21eb58ec0a9b23c9069201bd7a36640b161291d0955,40,,,,,
658fd52cfb4e3d6a97518101487e6a8503306aa9380e3354290d721f89ee2f80,60,,,,,
96446db5007a555599f37210bb3be0c03ae624a3b5175f996acc1c113a99a7ca,60,,,,,
a4db1249a5d4161465944a99d2691fc9af7a498bb7ea8316339318543209850b,60,,,,,
f1f1a3dbfb7afdeeaa0724ab1d1123b63509c459c76448c63a97af20d2b51f2c,50,,,,,
0a64dcf0f1e31ba7371392a1135fbff356f3acc41be299b214bb6117b34c36ee,50,,,,,
c10fd1fcf946c40d02b5987c04021a3491ef1890c72885249cdeba95f9131def,40,,,,,
1113a52cb6ac061c4b08c2cc5831b6f824f6742b14ebfb5c706374ad1016d41a,60,,,,,
63b3b2208819714c9677fbfdd8217c5b7dee8ecf5f383502e826bc9e2227ff5a,40,,,,,
e39986a178d585ce7ac198fb8de6ea436366dc0cc00e594810c2e3e104c04b90,40,,,,,
64bb894778e719d3d619b5695a6f0373bb13146528b5577ae422dce526ead1fd,40,,,,,
bbd26ba94fd5ca21178f6cf0f1d32a72b5bbf2598a0afa830df2710a266d0f47,40,,,,,
202ad7032ed72654d03f748a039e00d77b899b367a663366b4a34433cbdcb6bd,40,,,,,
970be8a24392b0b6c845881156859be8866b9e55550c6ec992ea1c63bb65a5cb,40,,,,,
92871897c48a56c84be0fba41be4ca972fd90067160f484ed57b10757a02c940,40,,,,,
18e6bc1a4366908842d4d4b94116da29c70a58878a137909eeb82f698c1abbca,40,,,,,
5e0787e327905a10c8ac027c3ae92474b81652513dfc639831003b10814acaa7,40,,,,,
2c2cb69d93674705fb23f9bfd0513e90278d34b0d6cf83753ce46643e97ac2c0,50,,,,,
8288a57117b24b0f1a486dc01bdca8332791437e89b842eff0da7f1af993dc53,50,,,,,
12a0f2b0c21998ac9809a975de230591ce3d0408777343329a14eefd2c5a2b61,60,,,,,
3190b2c0c170df26076a8f2909a32dc0bc47a7231bbe5ca4eacce6022a3ae7c2,50,,,,,
0077c80f1adebbbb0eed63a140839f38f82c2455202e89460136fa7bcef1191b,40,,,,,
1db64c9bc33cc2740f9b1f531cdcea4397e9a73eb9fc9b42c9edaa72396d839d,60,,,,,
55e9ca310c385667d381a64c7dabf72ccaa3a6a145a9e44f9d3d79ade22ec353,40,,,,,
32ab02f473e394a882fcfb7989cf1b15d185e08bfd6f04e9e0e0492e542049fc,40,,,,,
ede474e180fce1c5a0f76bac708df06a2568be6ab967cb66fa82f46b3b08d622,40,,,,,
cb9553a3119fc9ce6b0fbe7339a31dbdd80ed5373e61e4061d0fe03ad84c6111,50,,,,,
9d8e61e00218e8327c4756dddcec7c05296e76023f387a42f1184038b99f152c,50,,,,,
00704283f028dfee59e85ef590512df10296d4db64180098373af57382276b36,50,,,,,
a88e7ce488f560ca6defb552d1d6032dd61ecf71bdb1ab2d9be1a9de5b93ab01,60,,,,,
f84c486ca0c12809b361ea0eb3a359e2acef03e9b422141def15464d6d7af2e8,60,,,,,
6d121455c2b220567800bfb5e59337bafea43dc3d071984dd2c984fe2ca47576,40,,,,,
bcf91b92880eed3a77073cc15ad779493f2ee63ac0db10889bf15ed185d15b0c,40,,,,,
d2e2ca4461298dae8313ac86e89e38f25969a2828f6d7f70d49f7fc61d07e376,60,,,,,
cfd9d0e376c2905e26ce0c6e80cc1d2903febb3a2a301600bb02101eab45f79a,60,,,,,
253b834a44003b1bee0b1c01e21333fd6bf98621723aa7ed7720407bc2083fc7,60,,,,,
372d48239fc4e51f3464a66d8c76e191aa3cfa4007d5c279eccb1d1acf7e663f,60,,,,,
8f2070bce75643b76e647a78526d4d8007cb0a3485d825d0fdf6b2a21f8ebf60,40,,,,,
51922537f0b00fbd9a369c1baf0632a4ef6abe6040c9dd7b4b16fefa3ea71cc6,50,,,,,
